Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2305175804,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Kenny Golladay (15642468) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Calvin Ridley (15642456) (LOCKED),Harrison Bryant (15642888) (LOCKED),Jamaal Williams (15642378) (LOCKED),Broncos (15642949),,1. Column A lists all of your contest entries for this draftgroup
2305184641,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Todd Gurley II (15642270) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Chase Claypool (15642488) (LOCKED),Terry McLaurin (15642486) (LOCKED),Jonnu Smith (15642760) (LOCKED),Jamaal Williams (15642378) (LOCKED),49ers (15642945),,2. Your current lineup is listed next to each entry (blank for reservations)
2305185132,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Corey Davis (15642516) (LOCKED),Mike Williams (15642520),Eric Ebron (15642774) (LOCKED),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2305185234,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),Kenny Golladay (15642468) (LOCKED),Julio Jones (15642460) (LOCKED),Terry McLaurin (15642486) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Kenyan Drake (15642298),Jaguars (15642954),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2305185235,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Kenny Golladay (15642468) (LOCKED),Mike Williams (15642520),Hayden Hurst (15642766) (LOCKED),Jamaal Williams (15642378) (LOCKED),Bills (15642940) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2305185236,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Tom Brady (15667777),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Chris Godwin (15667801),Terry McLaurin (15642486) (LOCKED),Henry Ruggs III (15667805),Rob Gronkowski (15667835),Jamaal Williams (15642378) (LOCKED),Cardinals (15642958),,
2305185237,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Diontae Johnson (15642546) (LOCKED),Julio Jones (15642460) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Jamaal Williams (15642378) (LOCKED),Patriots (15642942),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,DST,Broncos  (15642949),Broncos ,15642949,DST,2900,KC@DEN 10/25/2020 04:25PM ET,DEN,6.6
,,,,,,,,,,,,,,DST,Browns  (15642950) (LOCKED),Browns ,15642950,DST,2800,In Progress,CLE,6.17
,,,,,,,,,,,,,,DST,Bengals  (15642952) (LOCKED),Bengals ,15642952,DST,2800,In Progress,CIN,3.33
,,,,,,,,,,,,,,TE,Josh Oliver (15642806),Josh Oliver,15642806,TE/FLEX,2800,JAX@LAC 10/25/2020 04:25PM ET,JAX,0
,,,,,,,,,,,,,,TE,Darrell Daniels (15642810),Darrell Daniels,15642810,TE/FLEX,2700,SEA@ARI 10/25/2020 08:20PM ET,ARI,1.87
,,,,,,,,,,,,,,DST,Seahawks  (15642953),Seahawks ,15642953,DST,2700,SEA@ARI 10/25/2020 08:20PM ET,SEA,6.4
,,,,,,,,,,,,,,TE,Jake Butt (15642808),Jake Butt,15642808,TE/FLEX,2700,KC@DEN 10/25/2020 04:25PM ET,DEN,0.62
,,,,,,,,,,,,,,TE,Cameron Brate (15667837),Cameron Brate,15667837,TE/FLEX,2700,TB@LV 10/25/2020 04:05PM ET,TB,3
,,,,,,,,,,,,,,TE,Dan Arnold (15642818),Dan Arnold,15642818,TE/FLEX,2600,SEA@ARI 10/25/2020 08:20PM ET,ARI,3.12
,,,,,,,,,,,,,,TE,Nick Vannett (15642812),Nick Vannett,15642812,TE/FLEX,2600,KC@DEN 10/25/2020 04:25PM ET,DEN,0.95
,,,,,,,,,,,,,,TE,James O'Shaughnessy (15642816),James O'Shaughnessy,15642816,TE/FLEX,2600,JAX@LAC 10/25/2020 04:25PM ET,JAX,3.92
,,,,,,,,,,,,,,DST,Jaguars  (15642954),Jaguars ,15642954,DST,2600,JAX@LAC 10/25/2020 04:25PM ET,JAX,2.17
,,,,,,,,,,,,,,TE,Vance McDonald (15642814) (LOCKED),Vance McDonald,15642814,TE/FLEX,2600,In Progress,PIT,2.62
,,,,,,,,,,,,,,TE,Ross Dwelley (15642928),Ross Dwelley,15642928,TE/FLEX,2500,SF@NE 10/25/2020 04:25PM ET,SF,2.08
,,,,,,,,,,,,,,TE,Charlie Woerner (15642930),Charlie Woerner,15642930,TE/FLEX,2500,SF@NE 10/25/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,TE,Daniel Helm (15642932),Daniel Helm,15642932,TE/FLEX,2500,SF@NE 10/25/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,TE,Jordan Reed (15642934),Jordan Reed,15642934,TE/FLEX,2500,SF@NE 10/25/2020 04:25PM ET,SF,10.5
,,,,,,,,,,,,,,TE,Devin Asiasi (15642936),Devin Asiasi,15642936,TE/FLEX,2500,SF@NE 10/25/2020 04:25PM ET,NE,0
,,,,,,,,,,,,,,TE,Dalton Keene (15642938),Dalton Keene,15642938,TE/FLEX,2500,SF@NE 10/25/2020 04:25PM ET,NE,0
,,,,,,,,,,,,,,TE,Adam Trautman (15642820) (LOCKED),Adam Trautman,15642820,TE/FLEX,2500,In Progress,NO,1.6
,,,,,,,,,,,,,,TE,Chris Manhertz (15642920) (LOCKED),Chris Manhertz,15642920,TE/FLEX,2500,In Progress,CAR,1.5
,,,,,,,,,,,,,,TE,Colin Thompson (15642922) (LOCKED),Colin Thompson,15642922,TE/FLEX,2500,In Progress,CAR,0
,,,,,,,,,,,,,,TE,Josh Hill (15642924) (LOCKED),Josh Hill,15642924,TE/FLEX,2500,In Progress,NO,1.08
,,,,,,,,,,,,,,TE,Zach Wood (15642926) (LOCKED),Zach Wood,15642926,TE/FLEX,2500,In Progress,NO,0
,,,,,,,,,,,,,,TE,Trevon Wesco (15642910) (LOCKED),Trevon Wesco,15642910,TE/FLEX,2500,In Progress,NYJ,0.3
,,,,,,,,,,,,,,TE,Daniel Brown (15642912) (LOCKED),Daniel Brown,15642912,TE/FLEX,2500,In Progress,NYJ,0
,,,,,,,,,,,,,,TE,Lee Smith (15642914) (LOCKED),Lee Smith,15642914,TE/FLEX,2500,In Progress,BUF,7.1
,,,,,,,,,,,,,,TE,Tommy Sweeney (15642916) (LOCKED),Tommy Sweeney,15642916,TE/FLEX,2500,In Progress,BUF,0
,,,,,,,,,,,,,,TE,Reggie Gilliam (15642918) (LOCKED),Reggie Gilliam,15642918,TE/FLEX,2500,In Progress,BUF,1.78
,,,,,,,,,,,,,,TE,Jesse James (15642900) (LOCKED),Jesse James,15642900,TE/FLEX,2500,In Progress,DET,4.3
,,,,,,,,,,,,,,TE,Isaac Nauta (15642902) (LOCKED),Isaac Nauta,15642902,TE/FLEX,2500,In Progress,DET,0
,,,,,,,,,,,,,,TE,Hunter Bryant (15642904) (LOCKED),Hunter Bryant,15642904,TE/FLEX,2500,In Progress,DET,0
,,,,,,,,,,,,,,TE,Luke Stocker (15642906) (LOCKED),Luke Stocker,15642906,TE/FLEX,2500,In Progress,ATL,0.56
,,,,,,,,,,,,,,TE,Jaeden Graham (15642908) (LOCKED),Jaeden Graham,15642908,TE/FLEX,2500,In Progress,ATL,0.34
,,,,,,,,,,,,,,TE,Harrison Bryant (15642888) (LOCKED),Harrison Bryant,15642888,TE/FLEX,2500,In Progress,CLE,3.5
,,,,,,,,,,,,,,TE,Stephen Carlson (15642890) (LOCKED),Stephen Carlson,15642890,TE/FLEX,2500,In Progress,CLE,0.4
,,,,,,,,,,,,,,TE,Cethan Carter (15642892) (LOCKED),Cethan Carter,15642892,TE/FLEX,2500,In Progress,CIN,0.75
,,,,,,,,,,,,,,TE,Mason Schreck (15642894) (LOCKED),Mason Schreck,15642894,TE/FLEX,2500,In Progress,CIN,0
,,,,,,,,,,,,,,TE,C.J. Uzomah (15642896) (LOCKED),C.J. Uzomah,15642896,TE/FLEX,2500,In Progress,CIN,11.35
,,,,,,,,,,,,,,TE,Clark Harris (15642898) (LOCKED),Clark Harris,15642898,TE/FLEX,2500,In Progress,CIN,0
,,,,,,,,,,,,,,TE,Jace Sternberger (15642876) (LOCKED),Jace Sternberger,15642876,TE/FLEX,2500,In Progress,GB,1.65
,,,,,,,,,,,,,,TE,Marcedes Lewis (15642878) (LOCKED),Marcedes Lewis,15642878,TE/FLEX,2500,In Progress,GB,2.55
,,,,,,,,,,,,,,TE,Josiah Deguara (15642880) (LOCKED),Josiah Deguara,15642880,TE/FLEX,2500,In Progress,GB,1.1
,,,,,,,,,,,,,,TE,John Lovett (15642882) (LOCKED),John Lovett,15642882,TE/FLEX,2500,In Progress,GB,0
,,,,,,,,,,,,,,TE,Pharaoh Brown (15642884) (LOCKED),Pharaoh Brown,15642884,TE/FLEX,2500,In Progress,HOU,1.55
,,,,,,,,,,,,,,TE,Kahale Warring (15642886) (LOCKED),Kahale Warring,15642886,TE/FLEX,2500,In Progress,HOU,0
,,,,,,,,,,,,,,TE,Marcus Baugh (15642862) (LOCKED),Marcus Baugh,15642862,TE/FLEX,2500,In Progress,WAS,0.3
,,,,,,,,,,,,,,TE,Jeremy Sprinkle (15642864) (LOCKED),Jeremy Sprinkle,15642864,TE/FLEX,2500,In Progress,WAS,0
,,,,,,,,,,,,,,TE,Temarrick Hemingway (15642866) (LOCKED),Temarrick Hemingway,15642866,TE/FLEX,2500,In Progress,WAS,2
,,,,,,,,,,,,,,TE,Thaddeus Moss (15642868) (LOCKED),Thaddeus Moss,15642868,TE/FLEX,2500,In Progress,WAS,0
,,,,,,,,,,,,,,TE,Blake Bell (15642870) (LOCKED),Blake Bell,15642870,TE/FLEX,2500,In Progress,DAL,2.02
,,,,,,,,,,,,,,TE,Sean McKeon (15642872) (LOCKED),Sean McKeon,15642872,TE/FLEX,2500,In Progress,DAL,0
,,,,,,,,,,,,,,TE,Blake Jarwin (15642874) (LOCKED),Blake Jarwin,15642874,TE/FLEX,2500,In Progress,DAL,2.2
,,,,,,,,,,,,,,DST,WAS Football Team  (15642951) (LOCKED),WAS Football Team ,15642951,DST,2500,In Progress,WAS,5
,,,,,,,,,,,,,,TE,Jacob Hollister (15642850),Jacob Hollister,15642850,TE/FLEX,2500,SEA@ARI 10/25/2020 08:20PM ET,SEA,3.67
,,,,,,,,,,,,,,TE,Luke Willson (15642852),Luke Willson,15642852,TE/FLEX,2500,SEA@ARI 10/25/2020 08:20PM ET,SEA,0
,,,,,,,,,,,,,,TE,Colby Parkinson (15642854),Colby Parkinson,15642854,TE/FLEX,2500,SEA@ARI 10/25/2020 08:20PM ET,SEA,0
,,,,,,,,,,,,,,TE,Tyler Ott (15642856),Tyler Ott,15642856,TE/FLEX,2500,SEA@ARI 10/25/2020 08:20PM ET,SEA,0
,,,,,,,,,,,,,,TE,Jordan Thomas (15642858),Jordan Thomas,15642858,TE/FLEX,2500,SEA@ARI 10/25/2020 08:20PM ET,ARI,2.43
,,,,,,,,,,,,,,TE,Maxx Williams (15642860),Maxx Williams,15642860,TE/FLEX,2500,SEA@ARI 10/25/2020 08:20PM ET,ARI,0
,,,,,,,,,,,,,,TE,Nick Keizer (15642836),Nick Keizer,15642836,TE/FLEX,2500,KC@DEN 10/25/2020 04:25PM ET,KC,0.24
,,,,,,,,,,,,,,TE,Deon Yelder (15642838),Deon Yelder,15642838,TE/FLEX,2500,KC@DEN 10/25/2020 04:25PM ET,KC,0.75
,,,,,,,,,,,,,,TE,Ricky Seals-Jones (15642840),Ricky Seals-Jones,15642840,TE/FLEX,2500,KC@DEN 10/25/2020 04:25PM ET,KC,0
,,,,,,,,,,,,,,TE,James Winchester (15642842),James Winchester,15642842,TE/FLEX,2500,KC@DEN 10/25/2020 04:25PM ET,KC,0
,,,,,,,,,,,,,,TE,Albert Okwuegbunam (15642844),Albert Okwuegbunam,15642844,TE/FLEX,2500,KC@DEN 10/25/2020 04:25PM ET,DEN,6.5
,,,,,,,,,,,,,,TE,Austin Fort (15642846),Austin Fort,15642846,TE/FLEX,2500,KC@DEN 10/25/2020 04:25PM ET,DEN,0
,,,,,,,,,,,,,,TE,Andrew Beck (15642848),Andrew Beck,15642848,TE/FLEX,2500,KC@DEN 10/25/2020 04:25PM ET,DEN,0
,,,,,,,,,,,,,,TE,Tanner Hudson (15667839),Tanner Hudson,15667839,TE/FLEX,2500,TB@LV 10/25/2020 04:05PM ET,TB,0.48
,,,,,,,,,,,,,,TE,O.J. Howard (15667841),O.J. Howard,15667841,TE/FLEX,2500,TB@LV 10/25/2020 04:05PM ET,TB,9.4
,,,,,,,,,,,,,,TE,Antony Auclair (15667843),Antony Auclair,15667843,TE/FLEX,2500,TB@LV 10/25/2020 04:05PM ET,TB,0
,,,,,,,,,,,,,,TE,Jason Witten (15667845),Jason Witten,15667845,TE/FLEX,2500,TB@LV 10/25/2020 04:05PM ET,LV,2.98
,,,,,,,,,,,,,,TE,Foster Moreau (15667847),Foster Moreau,15667847,TE/FLEX,2500,TB@LV 10/25/2020 04:05PM ET,LV,4.1
,,,,,,,,,,,,,,TE,Derek Carrier (15667849),Derek Carrier,15667849,TE/FLEX,2500,TB@LV 10/25/2020 04:05PM ET,LV,0
,,,,,,,,,,,,,,TE,Nick O'Leary (15667851),Nick O'Leary,15667851,TE/FLEX,2500,TB@LV 10/25/2020 04:05PM ET,LV,0
,,,,,,,,,,,,,,TE,Tyler Davis (15642828),Tyler Davis,15642828,TE/FLEX,2500,JAX@LAC 10/25/2020 04:25PM ET,JAX,0
,,,,,,,,,,,,,,TE,Virgil Green (15642830),Virgil Green,15642830,TE/FLEX,2500,JAX@LAC 10/25/2020 04:25PM ET,LAC,0.88
,,,,,,,,,,,,,,TE,Stephen Anderson (15642832),Stephen Anderson,15642832,TE/FLEX,2500,JAX@LAC 10/25/2020 04:25PM ET,LAC,0
,,,,,,,,,,,,,,TE,Donald Parham Jr. (15642834),Donald Parham Jr.,15642834,TE/FLEX,2500,JAX@LAC 10/25/2020 04:25PM ET,LAC,4.45
,,,,,,,,,,,,,,TE,Zach Gentry (15642822) (LOCKED),Zach Gentry,15642822,TE/FLEX,2500,In Progress,PIT,0
,,,,,,,,,,,,,,TE,Geoff Swaim (15642824) (LOCKED),Geoff Swaim,15642824,TE/FLEX,2500,In Progress,TEN,1.5
,,,,,,,,,,,,,,TE,MyCole Pruitt (15642826) (LOCKED),MyCole Pruitt,15642826,TE/FLEX,2500,In Progress,TEN,3.57
,,,,,,,,,,,,,,DST,Titans  (15642955) (LOCKED),Titans ,15642955,DST,2500,In Progress,TEN,4.2
,,,,,,,,,,,,,,DST,Falcons  (15642957) (LOCKED),Falcons ,15642957,DST,2400,In Progress,ATL,2.33
,,,,,,,,,,,,,,DST,Raiders  (15667854),Raiders ,15667854,DST,2400,TB@LV 10/25/2020 04:05PM ET,LV,1.8
,,,,,,,,,,,,,,DST,Cardinals  (15642958),Cardinals ,15642958,DST,2300,SEA@ARI 10/25/2020 08:20PM ET,ARI,7
,,,,,,,,,,,,,,DST,Lions  (15642959) (LOCKED),Lions ,15642959,DST,2200,In Progress,DET,2.2
,,,,,,,,,,,,,,DST,Texans  (15642960) (LOCKED),Texans ,15642960,DST,2200,In Progress,HOU,3.33
,,,,,,,,,,,,,,DST,Jets  (15642961) (LOCKED),Jets ,15642961,DST,2000,In Progress,NYJ,4.5
