Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2289290533,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Daniel Jones (15607553) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darnell Mooney (15608011) (LOCKED),Darius Slayton (15607849) (LOCKED),Evan Engram (15608123) (LOCKED),James Robinson (15607607) (LOCKED),Ravens (15608281) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2289467283,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Darnell Mooney (15608011) (LOCKED),Calvin Ridley (15607805) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),James Robinson (15607607) (LOCKED),Broncos (15608286) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2289467284,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Kenny Golladay (15607831) (LOCKED),Terry McLaurin (15607841) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Tyler Eifert (15608145) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Ravens (15608281) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2289467285,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Adam Thielen (15607807) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Trey Burton (15608155) (LOCKED),Aaron Jones (15607595),Jets (15608299),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2289467286,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Justin Jefferson (15607835) (LOCKED),Terry McLaurin (15607841) (LOCKED),Adam Thielen (15607807) (LOCKED),Hayden Hurst (15608125) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Bengals (15608302) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2289467287,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Julio Jones (15607815) (LOCKED),Jarvis Landry (15607865) (LOCKED),Adam Thielen (15607807) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Ronald Jones II (15607621),Bengals (15608302) (LOCKED),,
2289467288,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Kalif Raymond (15607945) (LOCKED),Darius Slayton (15607849) (LOCKED),Darren Fells (15608137) (LOCKED),Aaron Jones (15607595),Ravens (15608281) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,TE,Nick Boyle (15608177) (LOCKED),Nick Boyle,15608177,TE/FLEX,2700,In Progress,BAL,3
,,,,,,,,,,,,,,TE,Jack Doyle (15608175) (LOCKED),Jack Doyle,15608175,TE/FLEX,2700,In Progress,IND,2.52
,,,,,,,,,,,,,,TE,Josh Oliver (15608173) (LOCKED),Josh Oliver,15608173,TE/FLEX,2700,In Progress,JAX,0
,,,,,,,,,,,,,,DST,Texans  (15608297) (LOCKED),Texans ,15608297,DST,2700,In Progress,HOU,3.2
,,,,,,,,,,,,,,TE,Vance McDonald (15608171) (LOCKED),Vance McDonald,15608171,TE/FLEX,2700,In Progress,PIT,2.62
,,,,,,,,,,,,,,DST,Browns  (15608296) (LOCKED),Browns ,15608296,DST,2700,In Progress,CLE,7.2
,,,,,,,,,,,,,,TE,Ryan Izzo (15608169) (LOCKED),Ryan Izzo,15608169,TE/FLEX,2700,In Progress,NE,1.85
,,,,,,,,,,,,,,DST,Eagles  (15608298) (LOCKED),Eagles ,15608298,DST,2600,In Progress,PHI,5.8
,,,,,,,,,,,,,,TE,Kaden Smith (15608179) (LOCKED),Kaden Smith,15608179,TE/FLEX,2600,In Progress,NYG,2.32
,,,,,,,,,,,,,,TE,Richard Rodgers (15608275) (LOCKED),Richard Rodgers,15608275,TE/FLEX,2500,In Progress,PHI,2.56
,,,,,,,,,,,,,,TE,Hakeem Butler (15608277) (LOCKED),Hakeem Butler,15608277,TE/FLEX,2500,In Progress,PHI,0
,,,,,,,,,,,,,,TE,Joshua Perkins (15608279) (LOCKED),Joshua Perkins,15608279,TE/FLEX,2500,In Progress,PHI,0
,,,,,,,,,,,,,,TE,Trevon Wesco (15608267),Trevon Wesco,15608267,TE/FLEX,2500,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,0.3
,,,,,,,,,,,,,,TE,Daniel Brown (15608269),Daniel Brown,15608269,TE/FLEX,2500,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,0
,,,,,,,,,,,,,,TE,Durham Smythe (15608271),Durham Smythe,15608271,TE/FLEX,2500,NYJ@MIA 10/18/2020 04:05PM ET,MIA,1.68
,,,,,,,,,,,,,,TE,Adam Shaheen (15608273),Adam Shaheen,15608273,TE/FLEX,2500,NYJ@MIA 10/18/2020 04:05PM ET,MIA,1.74
,,,,,,,,,,,,,,TE,Noah Togiai (15608257) (LOCKED),Noah Togiai,15608257,TE/FLEX,2500,In Progress,IND,0
,,,,,,,,,,,,,,TE,Cethan Carter (15608259) (LOCKED),Cethan Carter,15608259,TE/FLEX,2500,In Progress,CIN,0.9
,,,,,,,,,,,,,,TE,Mason Schreck (15608261) (LOCKED),Mason Schreck,15608261,TE/FLEX,2500,In Progress,CIN,0
,,,,,,,,,,,,,,TE,C.J. Uzomah (15608263) (LOCKED),C.J. Uzomah,15608263,TE/FLEX,2500,In Progress,CIN,11.35
,,,,,,,,,,,,,,TE,Clark Harris (15608265) (LOCKED),Clark Harris,15608265,TE/FLEX,2500,In Progress,CIN,0
,,,,,,,,,,,,,,TE,Tyler Davis (15608251) (LOCKED),Tyler Davis,15608251,TE/FLEX,2500,In Progress,JAX,0
,,,,,,,,,,,,,,TE,Jesse James (15608253) (LOCKED),Jesse James,15608253,TE/FLEX,2500,In Progress,DET,3.98
,,,,,,,,,,,,,,TE,Hunter Bryant (15608255) (LOCKED),Hunter Bryant,15608255,TE/FLEX,2500,In Progress,DET,0
,,,,,,,,,,,,,,TE,Irv Smith Jr. (15608243) (LOCKED),Irv Smith Jr.,15608243,TE/FLEX,2500,In Progress,MIN,2.76
,,,,,,,,,,,,,,TE,Tyler Conklin (15608245) (LOCKED),Tyler Conklin,15608245,TE/FLEX,2500,In Progress,MIN,0
,,,,,,,,,,,,,,TE,Luke Stocker (15608247) (LOCKED),Luke Stocker,15608247,TE/FLEX,2500,In Progress,ATL,0.56
,,,,,,,,,,,,,,TE,Jaeden Graham (15608249) (LOCKED),Jaeden Graham,15608249,TE/FLEX,2500,In Progress,ATL,0.34
,,,,,,,,,,,,,,TE,Jeremy Sprinkle (15608233) (LOCKED),Jeremy Sprinkle,15608233,TE/FLEX,2500,In Progress,WAS,0
,,,,,,,,,,,,,,TE,Marcus Baugh (15608235) (LOCKED),Marcus Baugh,15608235,TE/FLEX,2500,In Progress,WAS,0.3
,,,,,,,,,,,,,,TE,Thaddeus Moss (15608237) (LOCKED),Thaddeus Moss,15608237,TE/FLEX,2500,In Progress,WAS,0
,,,,,,,,,,,,,,TE,Levine Toilolo (15608239) (LOCKED),Levine Toilolo,15608239,TE/FLEX,2500,In Progress,NYG,0.58
,,,,,,,,,,,,,,TE,Eric Tomlinson (15608241) (LOCKED),Eric Tomlinson,15608241,TE/FLEX,2500,In Progress,NYG,0
,,,,,,,,,,,,,,TE,Chris Manhertz (15608219) (LOCKED),Chris Manhertz,15608219,TE/FLEX,2500,In Progress,CAR,1.48
,,,,,,,,,,,,,,TE,Colin Thompson (15608221) (LOCKED),Colin Thompson,15608221,TE/FLEX,2500,In Progress,CAR,0
,,,,,,,,,,,,,,TE,Cole Kmet (15608223) (LOCKED),Cole Kmet,15608223,TE/FLEX,2500,In Progress,CHI,0.44
,,,,,,,,,,,,,,TE,Demetrius Harris (15608225) (LOCKED),Demetrius Harris,15608225,TE/FLEX,2500,In Progress,CHI,1.6
,,,,,,,,,,,,,,TE,J.P. Holtz (15608227) (LOCKED),J.P. Holtz,15608227,TE/FLEX,2500,In Progress,CHI,0
,,,,,,,,,,,,,,TE,Darion Clark (15608229) (LOCKED),Darion Clark,15608229,TE/FLEX,2500,In Progress,CHI,0
,,,,,,,,,,,,,,TE,Patrick Scales (15608231) (LOCKED),Patrick Scales,15608231,TE/FLEX,2500,In Progress,CHI,0
,,,,,,,,,,,,,,TE,Anthony Firkser (15608209) (LOCKED),Anthony Firkser,15608209,TE/FLEX,2500,In Progress,TEN,3.98
,,,,,,,,,,,,,,TE,Geoff Swaim (15608211) (LOCKED),Geoff Swaim,15608211,TE/FLEX,2500,In Progress,TEN,0
,,,,,,,,,,,,,,TE,MyCole Pruitt (15608213) (LOCKED),MyCole Pruitt,15608213,TE/FLEX,2500,In Progress,TEN,3.57
,,,,,,,,,,,,,,TE,Pharaoh Brown (15608215) (LOCKED),Pharaoh Brown,15608215,TE/FLEX,2500,In Progress,HOU,0.47
,,,,,,,,,,,,,,TE,Kahale Warring (15608217) (LOCKED),Kahale Warring,15608217,TE/FLEX,2500,In Progress,HOU,0
,,,,,,,,,,,,,,TE,Zach Gentry (15608203) (LOCKED),Zach Gentry,15608203,TE/FLEX,2500,In Progress,PIT,0
,,,,,,,,,,,,,,TE,Harrison Bryant (15608205) (LOCKED),Harrison Bryant,15608205,TE/FLEX,2500,In Progress,CLE,3.78
,,,,,,,,,,,,,,TE,Stephen Carlson (15608207) (LOCKED),Stephen Carlson,15608207,TE/FLEX,2500,In Progress,CLE,0.4
,,,,,,,,,,,,,,TE,Tanner Hudson (15608191),Tanner Hudson,15608191,TE/FLEX,2500,GB@TB 10/18/2020 04:25PM ET,TB,0.48
,,,,,,,,,,,,,,TE,O.J. Howard (15608193),O.J. Howard,15608193,TE/FLEX,2500,GB@TB 10/18/2020 04:25PM ET,TB,9.4
,,,,,,,,,,,,,,TE,Antony Auclair (15608195),Antony Auclair,15608195,TE/FLEX,2500,GB@TB 10/18/2020 04:25PM ET,TB,0
,,,,,,,,,,,,,,TE,Jace Sternberger (15608197),Jace Sternberger,15608197,TE/FLEX,2500,GB@TB 10/18/2020 04:25PM ET,GB,1.65
,,,,,,,,,,,,,,TE,Josiah Deguara (15608199),Josiah Deguara,15608199,TE/FLEX,2500,GB@TB 10/18/2020 04:25PM ET,GB,1.1
,,,,,,,,,,,,,,TE,John Lovett (15608201),John Lovett,15608201,TE/FLEX,2500,GB@TB 10/18/2020 04:25PM ET,GB,0
,,,,,,,,,,,,,,TE,Devin Asiasi (15608181) (LOCKED),Devin Asiasi,15608181,TE/FLEX,2500,In Progress,NE,0
,,,,,,,,,,,,,,TE,Dalton Keene (15608183) (LOCKED),Dalton Keene,15608183,TE/FLEX,2500,In Progress,NE,0
,,,,,,,,,,,,,,TE,Albert Okwuegbunam (15608185) (LOCKED),Albert Okwuegbunam,15608185,TE/FLEX,2500,In Progress,DEN,0
,,,,,,,,,,,,,,TE,Austin Fort (15608187) (LOCKED),Austin Fort,15608187,TE/FLEX,2500,In Progress,DEN,0
,,,,,,,,,,,,,,TE,Andrew Beck (15608189) (LOCKED),Andrew Beck,15608189,TE/FLEX,2500,In Progress,DEN,0
,,,,,,,,,,,,,,DST,Jets  (15608299),Jets ,15608299,DST,2400,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,4.2
,,,,,,,,,,,,,,DST,Vikings  (15608300) (LOCKED),Vikings ,15608300,DST,2300,In Progress,MIN,2.8
,,,,,,,,,,,,,,DST,Falcons  (15608301) (LOCKED),Falcons ,15608301,DST,2200,In Progress,ATL,1.4
,,,,,,,,,,,,,,DST,Bengals  (15608302) (LOCKED),Bengals ,15608302,DST,2100,In Progress,CIN,3.2
